week,staff_id,staff_name,role,service,present,roster_staff_id,is_off_roster
8,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
9,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
10,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
11,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
12,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
13,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
14,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
15,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
16,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
17,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
18,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
19,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
20,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
21,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
22,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
23,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
24,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
25,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
26,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
27,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
28,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
29,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
30,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
31,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
32,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
33,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
34,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
35,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
36,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
37,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
38,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
39,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
40,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
41,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
42,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
43,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
44,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
45,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
46,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
47,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
48,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
49,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
50,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
51,STF-8b6412dc,Carol Tucker,doctor,general_medicine,0,STF-9dd2c561,0
52,STF-8b6412dc,Carol Tucker,doctor,general_medicine,1,STF-9dd2c561,0
1,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
2,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
3,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
4,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
5,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
6,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
7,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
8,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
9,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
10,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
11,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
12,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
13,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
14,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
15,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
16,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
17,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
18,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
19,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
20,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
21,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
22,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
23,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
24,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
25,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
26,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
27,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
28,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
29,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
30,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
31,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
32,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
33,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
34,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
35,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
36,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
37,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
38,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
39,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
40,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
41,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
42,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
43,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
44,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
45,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
46,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
47,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
48,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
49,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
50,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
51,STF-ec102fe1,James Brown,doctor,general_medicine,0,STF-3014d5f2,0
52,STF-ec102fe1,James Brown,doctor,general_medicine,1,STF-3014d5f2,0
1,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
2,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
3,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
4,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
5,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
6,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
7,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
8,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
9,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
10,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
11,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
12,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
13,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
14,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
15,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
16,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
17,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
18,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
19,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
20,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
21,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
22,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
23,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
24,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
25,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
26,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
27,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
28,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
29,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
30,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
31,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
32,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
33,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
34,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
35,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
36,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
37,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
38,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
39,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
40,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
41,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
42,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
43,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
44,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
45,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
46,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
47,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
48,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
49,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
50,STF-e0c7759c,William Baker,nurse,general_medicine,1,STF-98cc6508,0
51,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
52,STF-e0c7759c,William Baker,nurse,general_medicine,0,STF-98cc6508,0
1,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
2,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
3,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
4,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
5,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
6,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
7,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
8,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
9,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
10,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
11,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
12,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
13,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
14,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
15,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
16,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
17,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
18,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
19,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
20,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
21,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
22,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
23,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
24,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
25,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
26,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
27,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
28,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
29,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
30,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
31,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
32,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
33,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
34,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
35,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
36,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
37,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
38,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
39,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
40,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
41,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
42,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
43,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
44,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
45,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
46,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
47,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
48,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
49,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
50,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
51,STF-26466758,Jordan Henderson,nurse,general_medicine,0,STF-67f5247b,0
52,STF-26466758,Jordan Henderson,nurse,general_medicine,1,STF-67f5247b,0
1,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
2,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
3,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
4,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
5,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
6,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
7,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
8,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
9,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
10,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
11,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
12,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
13,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
14,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
15,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
16,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
17,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
18,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
19,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
20,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
21,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
22,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
23,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
24,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
25,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
26,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
27,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
28,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
29,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
30,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
31,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
32,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
33,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
34,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
35,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
36,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
37,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
38,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
39,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
40,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
41,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
42,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
43,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
44,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
45,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
46,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
47,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
48,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
49,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
50,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
51,STF-4f1df27e,Whitney Peters,nurse,general_medicine,0,STF-613d0d64,0
52,STF-4f1df27e,Whitney Peters,nurse,general_medicine,1,STF-613d0d64,0
1,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
2,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
3,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
4,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
5,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
6,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
7,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
8,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
9,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
10,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
11,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
12,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
13,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
14,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
15,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
16,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
17,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
18,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
19,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
20,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
21,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
22,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
23,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
24,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
25,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
26,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
27,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
28,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
29,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
30,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
31,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
32,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
33,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
34,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
35,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
36,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
37,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
38,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
39,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
40,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
41,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
42,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
43,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
44,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
45,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
46,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
47,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
48,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
49,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
50,STF-322e1cde,Brittney Phillips,nurse,general_medicine,1,STF-a74d38db,0
51,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
52,STF-322e1cde,Brittney Phillips,nurse,general_medicine,0,STF-a74d38db,0
1,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
2,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
3,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
4,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
5,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
6,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
7,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
8,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
9,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
10,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
11,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
12,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
13,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
14,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
15,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
16,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
17,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
18,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
19,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
20,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
21,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
22,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
23,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
24,STF-8a885bae,Lauren Daniels,nurse,general_medicine,0,STF-b3eabf08,0
25,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
26,STF-8a885bae,Lauren Daniels,nurse,general_medicine,1,STF-b3eabf08,0
